Tweet
"Confessions of a Republican:""I was a Republican... Trump, he's a different kind of man. This man scares me.""https://t.co/RP27BMtE1z"
Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win: https://t.co/Mt3d0p6MCa
I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration. https://t.co/Dro1zQlvJv -H
"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:https://t.co/o6hvBy05t2"
Getting rid of gun-free school zones.Banning Muslims entering the country.What you need to know about Trump: https://t.co/FeUD3bKX9T
"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" ?@Lin_Manuelhttps://t.co/lECRboARmZ"
"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: https://t.co/C2II9Lvb9H"
Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency:https://t.co/dp65Gh93JC
Hillary's statement on the shooting in Baton Rouge. https://t.co/4a0MVF3025
That time Donald Trump introduced his running mate...sort of.https://t.co/uJR7U53Cee
Your potential next president on building a wall... And bathrooms.https://t.co/SRnJ0if63D
Barack&Hillary&YouJoin the team. https://t.co/TASO2ZKn9K https://t.co/MPEMZtVtr2
"La pr¢xima semana, los republicanos nominar n a alguien que piensa que una campa¤a para la comunidad latina es tuitear un 'taco bowl'."
We?ve got to say with one voice that Latinos are a vital part of the American community.https://t.co/IfxluhqpKQ
What kind of president do we want our kids looking up to? https://t.co/pdphHQmYCM
Mike Pence would outlaw abortion.And Donald Trump just made him his running mate. https://t.co/RLOgEFzW7S
.@HillaryClinton pledges #campaignfinance reform plan in first 30 days! RT if you're ready to end #CitizensUnited. https://t.co/F6yV7Ni8Ym
Bad for:?? The economy?? Women?? Immigrants ?? And *literally* the planet https://t.co/M0s5sQOGrd
"Well, ?*we?ve*? got plenty to say about Mike Pence. Here you go: https://t.co/LGbVGvN7F7"
"Donald Trump's VP pick Mike Pence is anti-woman, anti-LGBTQ, anti-immigrant, but pro-cigarettes  https://t.co/sODgmxFuMA"
"""I long for the day that Roe v. Wade is sent to the ash heap of history."" ?Trump's VP pick, Mike Pence https://t.co/Vpmlob42qk"
Of COURSE @realDonaldTrump ? a guy who calls women fat pigs & bimbos ? picked a VP who is famous for trying to control women?s bodies.
.@realDonaldTrump and @mike_pence are a threat to all LGBTQ people have fought for. Now more than ever #ImWithHer https://t.co/45JD0aLXC6
"Trump thinks he's ""great for women"" but this is one of the most anti-woman tickets in history. https://t.co/69r3jZajKp"
FACT: Mike Pence advocated for legislation that allowed businesses to discriminate against LGBT people.https://t.co/Amz2l9zkkY
Donald Trump:Always divisive.Not so decisive.https://t.co/4EFCQjT5FW
Hillary on the situation in #Turkey. https://t.co/WwpeKFXwX1
"Trump's VP pick #MikePence: A-rated by the NRA, accepted tens of thousands in campaign donations from the gun lobby. https://t.co/QtGkWT56RN"
Mike Pence: He?s Donald Trump with a different haircut. https://t.co/R2hYduGaym
"He opposes raising the minimum wage, and he really, really, really wants to privatize Social Security. https://t.co/hcE9TxdzIq"
"Gov Pence has a long history of supporting policies attacking ppl who don?t look like him. (Anti-LGBT law, attempt to block refugee family)"
Mike Pence's battle against Planned Parenthood caused an HIV outbreak in Indiana. https://t.co/SNGq4JcENN
"Oh, and one time Pence wrote an op-ed titled ?Smoking Doesn?t Kill.? https://t.co/5K38GlXO4Y"
Mike Pence wanted to use your federal tax dollars to fund more of this:  https://t.co/j90OaFM2IS
Oficial: @realDonaldTrump acaba de escoger a Mike Pence para ser su vicepresidente. Aqu¡ lo que debes saber de ‚l:https://t.co/aTbevohA7w
"Si ten¡as alguna duda que Trump continuar  su peligroso plan para el pa¡s, conoce qui‚n escogi¢ para vicepresidente. https://t.co/C5649W1Ccn"
"If you like Donald Trump, you?re going to love his choice for vice president. https://t.co/5F5jIz89HA"
"Get to know Trump's VP pick, Mike Pence: current governor of Indiana and potential disaster for America. https://t.co/CdqSgz4tKV"
"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House: https://t.co/7rBBdqe31P"
"If you had any doubts about Trump sticking with his dangerous plan for America, say hello to his VP pick. https://t.co/xuFClfZeLi"
It's official: @realDonaldTrump just chose Mike Pence as his running mate. What you need to know about him:https://t.co/VpmloblDhS
"Thank you, Virginia and Senator @TimKaine. https://t.co/1xp7HVga0w"
"""Every American stands in strong solidarity with the people of France"" ?Hillary on the attack in Nice https://t.co/BBGgHucSE0"
"11 Senate Dems & I sent a letter to @usedgov, @FTC, @CFPB & @DeptVetAffairs about fake schools like Trump ?U?: https://t.co/HqofUVw95d"
"""This is one of the most consequential elections in our history."" ?@HillaryClinton. Join us: https://t.co/OieVAWguXb https://t.co/YUIVOR6iFQ"
Watch live as Hillary and Senator @TimKaine take the stage in Virginia ? https://t.co/vKTzxN7tON
We?ve got to say with one voice that Latinos are a vital part of the American community.https://t.co/feC7H7fQ4K
I'm an American and I'm proud to fight for a candidate that believes we are ALL Americans #JuntosSePuede https://t.co/8KRF3RCJmO
"One year in, the #IranDeal has put a lid on Iran?s nuclear program. Strong, principled diplomacy can work. Effective enforcement is key. -H"
"?We have to move our country and ourselves?toward a future that reflects the simple, timeless notion that all of us are equal.? ?Hillary"
"When our kids are scared by our politicians and policy debates, it?s a sign something has gone badly off the rails. https://t.co/pdphHQEzuk"
"""I will say what Donald Trump won?t: Judge Curiel is as American as I am and as American as Donald Trump."" ?Hillary"
"Even @SpeakerRyan called Trump?s comments on Judge Curiel, ?the textbook definition of a racist comment.?"
".@realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division."
"Next week in Cleveland, Republicans will nominate someone who thinks ?Latino outreach? is tweeting out a picture of a taco bowl."
"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home.We have to fix this."
"""In my first 100 days?I will introduce comprehensive immigration reform with a path to citizenship.? ?Hillary: https://t.co/JX8AWq6M7K"
"?For families making less than $125,000 a year, we?ll eliminate tuition at public colleges and universities.? ?Hillary"
"Hillary's new college plan will help more students, especially students of color, afford college: https://t.co/A4pWb3fOf4"
No one who works full-time in America should ever live in poverty.We need to raise the minimum wage.
"""We need to close the gender pay gap...Latinas earn just 55 cents for every dollar earned by a white man. That is just outrageous."" ?Hillary"
"""Latinos are 17% of our country?s population, but you hold only 2% of its wealth. There?s a disconnect here."" ?Hillary at @LULAC"
"""Latinos have to help us shape the future of America because you are the future of America.? ?Hillary at @LULAC"
Tune in to watch Hillary speak live at @LULAC: https://t.co/NUfK6yQLlz https://t.co/Cgvyu85CEp
In the fight to stop Donald Trump we've got a devastating tool: literally Donald Trump. Follow for a daily dose of stuff he's actually said.
"Remember: When @realDonaldTrump opens his mouth, our kids are listening.https://t.co/pdphHQEzuk"
Gun violence against Americans is all of our problem. We need to solve it together.https://t.co/vFdReFjB6u
"In the presence of practical, tactical brilliance @hamiltonmusical. https://t.co/iIkjPoWLhA"
On the incredibly important news of the day (or when the Democrats committed to #fixdemocracyfirst) ? https://t.co/rNfE1BSp3S
"In America, we lift each other up. We build bridges, not walls. We stand together because we're stronger together.https://t.co/6NtMyqjG4o"
BREAKING: Former Bernie Sanders supporter Braddock Mayor @JohnFetterman endorses @HillaryClinton. https://t.co/XEDjjvhnmY
"""We need a leader who will push us all to make our society more tolerant, inclusive, and fair."" ?@MarkKellyTyler https://t.co/UkzFXzbklO"
Let?s be more than allies to each other.Let?s take on each other?s struggles as our own.https://t.co/iA8LXuAUvl
"?If we do the work, we will 'cease to be divided.' We will be indivisible, with liberty and justice for all.? ?Hillary"
"""Let?s be more than allies to each other. Let?s take on each other?s struggles as our own."" ?Hillary"
"""Donald Trump?s campaign adds up to an ugly, dangerous message to America. A message that you should be afraid."" ?Hillary"
"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself."""
"Imagine if Trump had not just Twitter to go after critics and opponents, but also the IRS?or our military. Do you think he?d be restrained?"
"""Hay que reconocer que 5 latinos que tambi‚n perdieron sus vidas la semana pasada en incidentes con la Polic¡a"". - @HillaryClinton"
Trump has banished members of the press who have criticized him.Is there any doubt he would do the same as president?
"""When kids are scared by political candidates and policy debates, it?s a sign something has gone badly wrong."" ?Hillary"
"""Even this?the killing of black people by police?is somehow all about him."" ?Hillary on Trump https://t.co/Uwk2oFmIwZ"
"In times like these, we need a president who can help pull ustogether, not split us apart.And that's why Donald Trump is so dangerous."
"?In my first 100 days as president, we will make the biggest investment in new, good-paying jobs since World War II.? ?Hillary"
These things can be true at once:We need criminal justice reform.We need to support police.We need to do more to stop gun violence.
"The vast majority of gun owners agree: we have to prevent gun violence.If we?re looking for common ground, this is common ground."
"We need to listen to the dedicated, principled police officers working hard every day to rebuild trust with the communities they serve."
"""We need to listen to those who say 'Black Lives Matter.' Too many black Americans...feel like their lives are disposable."" ?Hillary"
Let's listen to families whose loved ones have been killed in police incidents. Alton Sterling. Philando Castile. Sandra Bland?one year ago.
"""I want...all of our children to grow up in a country where violence like the kind we saw last week doesn?t happen again? ?Hillary"
We need to take a hard look at our laws and our attitudes. We need to embrace policies that promote justice for all people.
"""The words Lincoln spoke all those years ago hold resonance for us now...he said: 'A house divided against itself cannot stand.'"" ?Hillary"
"Watch live as Hillary speaks from the Illinois statehouse, where Lincoln gave his ""house divided"" speech in 1858. https://t.co/mtg5NDe8K3"
One hashtag has been uniting people who say #ImWithHer and #FeelTheBern since December: https://t.co/bBrqPjqFMx
"In America, we're always stronger together. https://t.co/s9wAMfIywe"
"It took awhile, but we finally found a copy of Trump's speakers. https://t.co/pYloXnha5S"
"This from @jwpetersNYT on the hard-right GOP platform, feels like it could have been written a decade ago. Or two. https://t.co/YKciIQMs34"
"Thank you, @BernieSanders. Proud to fight alongside you. https://t.co/v6GbG89BUk"
"""Vi c¢mo ella trataba a todos con respeto. As¡ es como se juzga a alguien""?presidente Obama sobre Hillary.https://t.co/oTk1Xw5Kih"
"Let?s ask ourselves, ""What can I do to stop violence and promote justice?""https://t.co/l2nRKcuxNs"
You cannot run for president and skip the opportunity speak on the nation's civil rights agenda. #NAACP107 https://t.co/OX60fs6ZNO
"Happy birthday, Malala! Thank you for fighting for every girl's right to an education. https://t.co/GjC69J0rSr"
Include women in the sequel. #WORK @HillaryClinton https://t.co/mRcX5GPGzs
Taking on systemic racism?and rebuilding trust between police and citizens?will require contributions from us all. https://t.co/dXhKHEvZ2r
"""Hillary Clinton will make an outstanding president and I am proud to stand with her today."" ?@BernieSandershttps://t.co/yNC6ALjJnX"
"Together, let?s go win this election. https://t.co/lRSwpk9y4b"
"""You can take out your phone right now and text JOIN to 47246. Or go to https://t.co/erIfmxlyf9. We accept $27 donations, too, you know.?"
"To everyone who poured your heart and soul into Bernie?s campaign, thank you. Our country desperately needs your voices."
"""Let's make it easier to vote, not harder. Let?s fight back against attacks on voting rights across the country.? ?Hillary"
Let?s expand Social Security?not cut or privatize it.Let?s offer paid family leave.Let?s guarantee equal pay for women once and for all.
"We?re going to make sure that Wall Street, corporations, and the super-rich pay their fair share of taxes."
"?For families making less than $125,000 a year, we?ll eliminate tuition at those schools altogether.? https://t.co/TLlb3SCNpH"
"$7.25 an hour is a starvation wage. So sorry Donald, if you?re watching, we?re not cutting the minimum wage, we?re raising the minimum wage."
"?Let?s take real, meaningful action to end the epidemic of gun violence in America.? ?Hillary"
Taking on systemic racism and rebuilding trust and respect between law enforcement and the communities they serve will require all of us.
"Thank you, @BernieSanders, not just for your endorsement, but for a lifetime of fighting injustice."
"""He has energized and inspired a generation of young people who care deeply about our country.? ?Hillary on @BernieSanders"
"""Hillary Clinton will make an outstanding president, and I am proud to stand with her today."" ?@BernieSanders"
"Our job now is to see our progressive platform implemented by a Democratic Senate, a Democratic House and a Hillary Clinton presidency."
"""We produced, by far, the most progressive platform in the history of the Democratic Party."" ?@BernieSanders"
"""We become stronger when black and white, Latino, Asian American, Native American?all of us?stand together.? ?@BernieSanders"
"""This election must be about bringing our people together, not dividing us up."" ?@BernieSanders"
"Hillary ""knows that it is absurd that middle-class Americans are paying an effective tax rate higher than hedge fund millionaires.? ?Bernie"
"""The last thing we need...is a president who doesn?t care about whether millions will lose access to health care coverage."" ?Bernie on Trump"
"""If anyone out there thinks this election is not important...think about the SCOTUS justices Donald Trump will nominate."" ?@BernieSanders"
"""Hillary Clinton understands that if someone in America works 40 hours a week, that person should not be living in poverty.? ?@BernieSanders"
"""There is no doubt in my mind that...Hillary Clinton is far and away the best candidate to do that."" ?@BernieSanders https://t.co/IvDtsunuWx"
"""This campaign is about the needs of the American people and addressing the very serious crises that we face."" ?@BernieSanders"
"""I have come here to make it as clear as possible as to why I am endorsing Hillary Clinton."" ?@BernieSanders in New Hampshire"
"""She will be the Democratic nominee...and I intend to do everything I can to make certain she will be the next president."" ?@BernieSanders"
"""Secretary Clinton has won the Democratic nominating process, and I congratulate her for that."" ?@BernieSanders"
".@HillaryClinton has won the Democratic nominating process, and I congratulate her for that. https://t.co/FrKbEmyuC6"
"""Together, we will continue to fight for a government which represents all of us, and not just the 1%."" ?@BernieSanders"
Watch live as @BernieSanders joins Hillary on the trail in New Hampshire. https://t.co/RUABHM1QBG
Today marks one month since the #Orlando tragedy that claimed 49 innocent lives. It is time to #StoptheHate. https://t.co/MItFDRBK98
Donald Trump in the Oval Office is flat-out dangerous. We can?t let it happen. https://t.co/nisFcVaJMf
"Praising some of the world's most notorious, brutal dictators should be a red flag for a presidential candidate.https://t.co/AsEnrWw83w"
"?Dej¢ a un lado su agenda personal y emociones por una causa mayor y servir al pa¡s""?presidente Obama sobre Hillary.https://t.co/yW9xPKX2fj"
"""They picked a nominee whose only plan is to build a higher wall."" ?@POTUS on @realDonaldTrump's dangerous policieshttps://t.co/N3PAI3chgE"
"""Her way of dealing with the stories she hears is not just to repeat the story but to do something about the story."" https://t.co/jje8cWi5Ep"
PA's Senate is voting on a restrictive anti-abortion bill?HB 1948. Call your legislator & urge them to vote NO now: https://t.co/YXTGZP62Hi
"""Hillary Clinton...has worked to improve the lives of Americans her entire adult life."" ?@USProgressives PAC https://t.co/aRv65fqAct"
BREAKING: @CWAUnion whole-heartedly endorses @HillaryClinton for President of the United States. More: https://t.co/vo5xmRfrS7
".@realDonaldTrump says he ""loves the vets.""Prisoners of war? Not so much.https://t.co/Qq1bPW65DA"
"Remembering over 8,000 men & boys massacred b/c of their faith 21 yrs ago today. #NeverForget #Srebrenica  https://t.co/N7ZVjc90nN"
"New ad: Donald Trump's number one foreign policy advisor? Himself.And his ""very good brain.""https://t.co/ac1793AiXf"
"Donald Trump says he supports our veterans, but he's taken advantage of them time and time again. https://t.co/TxvAHkn38q"
You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership. https://t.co/T1nPQgSRQ7
What does it say about a presidential candidate when he consistently showers praise on brutal dictators?https://t.co/YFVXJlpnIt
"""Hillary is not somebody who fears the future. She believes that it is ours to shape."" ?@POTUS https://t.co/cSAdZFNa4G"
"For Donald Trump, it's not about what he can build??it's about how much he can take. https://t.co/WYJGCCVBzu"
"Our economy added 287,000 jobs last month?just another reminder of how far we've come under @POTUS: https://t.co/MGqgy6oloe"
"""You can count on her, and how she won?t waver, and she won?t back down, and she will not quit."" ?@POTUS https://t.co/BYCgixAh8K"
"When Donald Trump's casinos failed, hundreds of people lost their jobs, but he walked away with millions. https://t.co/WYJGCCVBzu"
?Necesitamos escribir un nuevo cap¡tulo en el sue¤o americano?y no puede ser el Cap¡tulo 11 (de bancarrota)?. https://t.co/W8mJk7eUbA
"As the President has reminded us, the arc of the moral universe is long but it bends toward justice.https://t.co/CCheOeF9zB"
"""I saw how she treated everybody with respect. That's how you judge somebody."" ?@POTUS on Hillaryhttps://t.co/DnisCFMlLZ"
?We owe our children better than this. We owe ourselves better than this.? by Hillary Clinton https://t.co/sB2bIaMsT0
Community health centers provide care for 25 million Americans. Here's Hillary's plan to double their funding: https://t.co/4vbbTF4gXS
"Congrats, @serenawilliams on your record-tying 22nd Grand Slam title! #Wimbledon https://t.co/MAqtFwyM0R"
Today's proposal by @HillaryClinton is an important step toward expanding health insurance and health care access to millions of Americans.
"""@LorellaPraeli's story, like so many other American stories, reminds us of who we are as a people."" ?Hillaryhttps://t.co/fVvp7c8m2A"
White Americans need to do a better job of listening when African Americans talk about the barriers they face.https://t.co/rmzeEG5HoC
"?Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.? ?Galatians 6:9"
"""When the 24-hour news cycle moves on, I won?t.? ?Hillary on preventing gun violence and addressing racial injustice"
"""Elie Wiesel once clarified for us that 'the opposite of love is not hate?it?s indifference.' ... None of us can afford to be indifferent."""
"""Let?s ask ourselves, what can I do to stop violence and promote justice? How can I show that your life matters to me?"" ?Hillary"
White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers you face every day.
"We cannot, must not, vilify police officers. Remember what those officers were doing when they died. They were protecting a peaceful march."
"""In my first budget, I'll commit $1 billion to find and fund the best training programs [and] support new research."" ?Hillary"
"""We?ll make it clear when deadly force is warranted and when it is not, and emphasize proven methods for de-escalating situations."" ?Hillary"
"""I will bring law enforcement and communities together to develop national guidelines on the use of force by police officers."" ?Hillary"
?Gun violence is ripping apart people?s lives. They are trying to tell us. We need to listen.? ?Hillary
"Alton and Philando's deaths are the latest in a long, painful litany of African Americans killed in police incidents?123 so far this year."
There is clear evidence that black Americans are more likely to be killed in police incidents than any other group. We have to do better.
"There is something wrong with our country. There is too much violence...too much senseless killing, too many people dead who shouldn?t be."
"""We pray for those families and for the souls of all those we lost this week and all those preceding. May they rest in God?s peace"" ?Hillary"
Watch live as Hillary addresses the AME Church Conference in Philadelphia: https://t.co/WfMAW9ebe5
"I mourn for the officers shot while doing their sacred duty to protect peaceful protesters, for their families & all who serve with them. -H"
We have a responsibility to fight for the next generation. All of us. #TBThttps://t.co/p4FcuCcVmW
See new @Hillaryclinton plan to protect small biz from being stiffed by abusive companies like @realDonaldTrump's: https://t.co/6e4w0GQyOd
Too many African American families are mourning. Too many young black men and women have been taken from us. https://t.co/arkjOeLu7G
"?There has to be some form of punishment [for seeking abortion].? ?Donald Trump, March 30, 2016 https://t.co/2Xd3b2cvq0"
Alton Sterling Matters.Philando Castile Matters.Black Lives Matter. https://t.co/GmUFN9sDH6
Trump got ahead by cheating working people like Andrew Tesoro. Now he wants to do the same thing to our country.https://t.co/un2YiRu3A5
America woke up to yet another tragedy of a life cut down too soon. Black Lives Matter. #PhilandoCastile -H
We can't let Trump's approach to the economy anywhere near the White House. https://t.co/KYK95eht0p
"While Trump's Atlantic City casinos posted $66 million in losses, he paid himself a $5 million bonus. https://t.co/wS2RDRJSzY"
Do you want to build a strawman? https://t.co/AoeNTJOGpo
"""The death of Alton Sterling is a tragedy, and my prayers are with his family."" ?Hillary https://t.co/Yky4ZxfbLN"
Trabajemos para que ning£n estudiante tenga que endeudarse para estudiar en una universidad p£blica de su estado. https://t.co/Bl1RpRy3Di
Newly discovered footage that could destroy Donald Trump?s campaign if everyone saw it: https://t.co/X9rJ0SCUXr
"The Trump Atlantic City business method: Drive a business into the ground, stiff workers, and take home millions. https://t.co/VveL3MKwjU"
Let's make sure @realDonaldTrump never has the chance to bankrupt America the way he bankrupted his businesses.https://t.co/BNSO5xAPJE
"""Clinton?s proposal would make public colleges tuition-free for families making less than $125,000"" https://t.co/xh69q5T2Cu"
Let's make it so that no student has to take on debt to go to a public college or university in their state. https://t.co/FW6JDIMxqu
"Praying for a safe Eid Al-Fitr. My heart breaks for families struck by terror in Turkey, Iraq, Saudi Arabia, and Bangladesh this Ramadan. -H"
Who got hurt when Trump abandoned Atlantic City???Small businesses??Vendors??Local builders??Casino workershttps://t.co/ZpbJL2SRP3
.@realDonaldTrump fixed https://t.co/lrmn7TMnk7
"""In America, we don?t begrudge people being successful?but we do if they get rich by destroying other people."" ?Hillary"
?No major company has filed Chapter 11 more often in the last 30 years than Trump?s casinos.? ?Hillary
Donald Trump's business strategy:It's not about what you can build. It's about how much you can take.
Always his only metric for success: did I make money? No matter who gets destroyed in the process.  https://t.co/aPSgG73qlr
"""What he did here in Atlantic City is exactly what he?ll do if he wins in November."" ?Hillary on @realDonaldTrump: https://t.co/d03oF9Ur0W"
?Atlantic City was a very good cash cow for me for a long time...The money I took out of there was incredible.? ?Donald Trump
"""[@realDonaldTrump's] businesses were failing long before the rest of the town was struggling...his bad decisions hurt the whole city."""
"""Isn't he supposed to be some kind of amazing businessman? What ... happened here?"" @HillaryClinton https://t.co/n7uCSNeI2w"
"And the Trump Taj Mahal, which Donald called the 8th Wonder of the World, is bankrupt. It canceled workers' health insurance and pensions."
The Trump Marina Hotel Casino in Atlantic City was sold just a few years ago at a huge loss.
"Donald Trump called the Trump Plaza Casino and Hotel ""the biggest hit yet.""Now, it's abandoned. https://t.co/qjhy8Xj2U8"
What Donald Trump did in Atlantic City is nothing to brag about?it?s shameful?and every voter in America needs to know about it.
We can't let Trump bankrupt America like we're one of his casinos.Watch Hillary live from Atlantic City ? https://t.co/gLIOpQTKj3
"Trump made millions while bankrupting his businesses, laying off workers, and stiffing contractors. Here's how:https://t.co/OZ0eTD6oiC"
Hillary heard you: College costs are too high in America. It's time to fix it. https://t.co/HFcBczvyPH
I applaud @HillaryClinton for the very bold initiative she has just brought forth for the financing of higher education.
Learn more about Hillary's plan to give former students relief from student debt: https://t.co/pzGQeUv5OT https://t.co/yA6fRDivjL
Donald Trump's praise for brutal dictators like Saddam Hussein knows no bounds. https://t.co/5bvlO3rnI5
What @POTUS said. https://t.co/5ReWX7DISf
"""Quiero que t£ ayudes a elegirla nuestra pr¢xima Presidenta de los Estados Unidos??Obama. https://t.co/afIzmJR7Jp"
"""I'm here today because I believe in Hillary Clinton."" ?@POTUS at his first campaign stop of 2016https://t.co/Q3V0b4hLLQ"
Fired up. Ready to go. https://t.co/DKgJbGCTNE
Follow along as @POTUS takes over Hillary's Instagram account on the trail in Charlotte: https://t.co/N09gfgmFmN https://t.co/CWgmdbce11
"Thanks, Obama. https://t.co/qL1JqkJHpX"
"""The fact is, Hillary is steady. Hillary is true. ? That?s how real change and real progress happen.? ?@POTUS"
"""Don?t boo, vote! Booing doesn?t help. You need to vote.? ?@POTUS on Donald Trump?s dangerous policies"
"""She will be a stateswoman who makes us proud around the world. ... She knows what it takes to be Commander-in-Chief."" ?@POTUS on Hillary"
"""If your concern is who's going to look out for working families...the other side's got nothing to offer you."" ?@POTUS"
"""There has never been any man or woman more qualified for this office than Hillary Clinton. That's the truth."" ?@POTUS"
"""I saw how you can count on her. How she won't back down. How she won't quit."" ?@POTUS on Hillary"
"""I saw how she treated everybody with respect...that's how you judge somebody. How they treat others when the cameras are off."" ?@POTUS"
"""Let me tell you, my faith in Hillary Clinton has always been rewarded."" ?@POTUS"
"""I saw the passion that she feels for anybody who's experienced injustice. ... It was personal to her."" ?@POTUS on Hillary"
"""I'm here today because I believe in Hillary Clinton. I want you to help elect her as the next President of the United States."" ?@POTUS"
"?I don?t know about you, but we?re fired up and ready to go!? ?Hillary https://t.co/op0E8Xiw3Z"
"""In America, we don?t tear each other down, we lift each other up.We build bridges, not walls."" ?Hillary"
"""The world hangs on every word a president says, and Donald Trump is...temperamentally unfit to be our Commander-in-Chief."" ?Hillary"
"""He?s a statesman?leading not just our country but the entire world. This is a president who knows how to keep us safe and strong."" ?Hillary"
"""When I look at @POTUS, I see someone who?in spite of obstruction he?s faced?still reaches for common ground and common purpose."" ?Hillary"
"Our families and workplaces have changed in the 21st century. It's time for our policies?from paid leave to equal pay?to be updated, too."
"It?s wrong that some millionaires can pay a lower tax rate than their secretaries, and we?re going to stop it."
"We?re going to crack down on companies that ship jobs and profits overseas, and reward the ones that share profits with employees instead."
"""We?re going to make college debt-free for all...and help millions of people struggling with existing student debt."" ?Hillary"
